spm,svar
Hi I need some help with upgrading/migrating from old to new idporten. We are using idporten but it does not work anymore.   The solution is running on https://risikohjelpen.arbeidstilsynet.no/. It is hosted in AWS.  Can you please help me confirm the following. Not sure if I understood your guide correct.  I should add following to outbound firewall         Change oidc.difi.no to idporten.no.        IdPortenClientSecret should be the same       IdPortenClientId should be the same  Before idPortenClientId=should be the same idPortenTokenIssuer=https://oidc.difi.no/idporten-oidc-provider/ idPortenJwkUrl=https://oidc.difi.no/idporten-oidc-provider/jwk/ idPortenClientSecret=should be the same idPortenTokenEndpoint=https://oidc.difi.no/idporten-oidc-provider/token   After idPortenClientId=should be the same idPortenTokenIssuer=https://idporten.no/idporten-oidc-provider/ idPortenJwkUrl=https://idporten.no/idporten-oidc-provider/jwk/ idPortenClientSecret=should be the same idPortenTokenEndpoint=https://idporten.no/idporten-oidc-provider/token  Konfigurere din integrasjon til å bruke PKCE       Not sure about this one.  Endre egen kode til å validere de nye verdiene for sikkerhetsnivå (idporten-loa-*)       Not sure about this one.,Hi! You can find our endpoints here: https://docs.digdir.no/docs/idporten/oidc/oidc_func_wellknown.html The acr-values are mentioned in the ID-token chapter: https://docs.digdir.no/docs/idporten/oidc/oidc_guide_english.html#id-token PKCE is defined here: https://docs.digdir.no/docs/idporten/oidc/oidc_func_pkce.html
"Hei,Vi har problemer med den nye ID-porten i prod.Kan dere se over dokumentet vi har delt her og se hva som er feil ?https://docs.google.com/document/d/1e0zG8c75ouYBb6cZneYwNaWxZfp19BAQZ_0Cqbc_o88/edit",Hei! Helst ikkje.. har du ein client_ID og ei eventuell feilmelding / trace_ID?
"Hei, Dette gjelder integrasjon e3820157-e4fc-4e22-b385-32b8b1f5129b Jeg har forsøkt å legge til en frontchannel logout uri siden brukeren ikke blir logget ut ordentlig fra siten. Uri'en løste ikke problemet, men etter jeg fjernet uri'en igjen fra konfigurasjonen, så fungerer ikke innloggingstjenesten. Jeg trenger hjelp til å få innlogging til å fungere igjen og gjerne også veiledning til å legge til riktig uri for å få utlogging til å fungere.","Hei! Kan du forsøka ei ny innlogging, og senda over feilmelding og trace_ID slik at me kan sjekka loggane våre?Du finn informasjon, samt spesifikasjonen på front channel logout her: https://docs.digdir.no/docs/idporten/oidc/oidc_func_sso.html#2-h%C3%A5ndtere-utlogging-fra-id-porten-front-channel-logout"
"Hei Vi utvikler nytt system for norskprøver og statsborgerprøver. Og i denne forbindelsen vil vi tilby innlogging via id-porten. Vi har allerede løsning for dette, men vi har ekstra utfordringer knyttet til brukerne av dette systemet. I brukergruppen vår er det relativt ofte at brukerne første gang de logger på gjør dette med d-nummer. Så får de senere personnummer. Vi ønsker å ivareta personen gjennom denne endringen slik at de kan logge på og hente prøveresultatene også etter å ha endret identifikasjonsnummer.  Hva er beste metode for å holde dette oppdatert? Er det en bedre metode enn å sjekke alle brukere med d-nummer opp mot folkeregisteret for å se etter endringer? Vil en spørring på d-nummer fortsatt gi resultater etter at en person har fått personnummer?","Hei! Hei, Folkeregisteret har en mapping mellom D-nummer og personnummer. Spørring mot folkeregisteret på d-nummer der personen har fått fødselsnummer returnerer en respons som en en spør på fødselsnummeret direkte. Men anbefaler å ta kontakt med Skatteetaten/folkeregisteret direkte om det er detaljer dere er ute etter: https://skatteetaten.github.io/folkeregisteret-api-dokumentasjon/kontakt-oss/"
"Hello, I contact the service desk one week ago. It is not possible to complete the registration in Samarbeidsportalen portal: Please can you enable the account! Is necessary to complete the Lamborghini process to integrate with Norway motorization.",Hi! I have answered all your requests - the answer is still the same. In the form you filled out the organisation-number does not match the company-name provided - please fill out a new form with the right info and we will give you access to our services.
"Hei, En felles kunde: Bamble kommune - forsøker å sende arbeidsavtale til en kandidat som er under 16 år. Er det mulig? Eller er ikke esignering mulig før søkeren er over 16 / 18 år?","Hei! Det skal vere mogleg dersom brukaren er elektronisk brukar, og har eID, men ser ut som denne enten ikkje har eID, eller at den er reservert."
Hei Digdir 😊Vi ønsker å sette opp elektronisk mva innlevering. Integrasjons-ID aece0318-c2d9-40f7-9c5a-92b6dbf6971fJeg bruker disse url se bilde. Når jeg ber om tilgang kommer vi videre til bank id men etter bank id godkjenningen blir det stopp. Får opp feilmeldingen finner ikke siden.,"Hei. Dette er ein test-integrasjone, medan de får mot prod-endepunkt.Dersom de skal gå mot prod må integrasjonen opprettast i prod-miljø."
"Hei,  Vi prøver å teste nettapotek løsningen vår - vi har ID Porten login på plass, og får svar fra ReseptFormidleren. MEN ingen av de personene vi kan logge inn som har noen resepter. Vi kan legge opp test-personer i TestAbel - og få forskrevet resepter på dem - men de har alle faktiske personnummer da. Hos dere har alle personer vi logger inn som test-personnummer med +80 på måned. Sist vi testet denne løsningen satte dere opp test-personer ekstra for oss. Er det fortsatt mulig? Hvis vi finner noen i TestAbel og sender en liste?","Hei! Vi skal nok fortsatt muligens klare å få lagt inn nokre testbrukera med test BankID.Sender du oss nokon, så kan me prøve?"
"Hei, I 2017 signerte Jacob Sonne bruksvilkårene for eInnsyn for Statens vegvesen. Han har sluttet i denne funksjonen i Statens vegvesen og jeg ser at det har kommet nye versjoner av bruksvilkårene siden den gang. Hva er rutinen her. Bør ikke dette signeres på nytt når det kommer nye versjoner?","Hei,   takk for din henvendelse. Jacob signerte avtalen på vegne av Statens vegvesen i 2017. Avtalen er gjeldende for virksomheten selv om han har sluttet.   Når det gjelder endringer stemmer de at det har kommet noen nye versjoner av bruksvilkårene siden det. Dette er imidlertid mindre endringer som primært går på mindre tekstlige endringer, og endringer for fylkeskommuner og kommuner. Det har ikke vært vesentlige endringer i bruksvilkår for eInnsyn siden 2017.   Endringsloggen for bruksvilkårene finner du her: https://samarbeid.digdir.no/digital-postkasse/endringslogg-bruksvilkar/608#3_bruksvilkr_for_einnsyn .   Dersom det blir gjort større endringer vil disse bli sendt på høring."
"We, Workability AS (926624636), are in the process of setting up our systems for self-service as an API provider, and as part of this initiative, we require a prefix for business registration to proceed with creating sub-scopes in Maskinporten.Could you kindly assist us in obtaining the necessary prefix for our business? We would greatly appreciate it if you could provide us with the instructions or steps required to complete this process.Thank you very much for your attention to this matter. We look forward to your prompt response.",Hi! According to the registration form you have filled out you are consuming from NAV-API; Sykemelding and Oppfølgingsplan.You do not satisfy the demands when it comes to being a provider (tilbyder) and we can not provide you with a prefix. Read more in our terms of use: https://samarbeid.digdir.no/digital-postkasse/bruksvilkar-offentlige-kunder/70#12_virksomheter_som_kan_benytte_felleslsningene
"Hello. We implemented a fixed kid parameter in our integration in Samarbeidsportalen, however Digdir’s documentation mentions that the lifetime of this Key is only 1 year, while our certificates have an lifetime of 3 years (source: https://samarbeid.digdir.no/id-porten/ny-funksjonalitet-i-min-profil/1042).So, what happens after this year? Will we have an error using the integration? Is it possible to define a longer expiration date for this key, to be aligned with the certificate lifetime? Thank you so much for your attention.","Keys posted in Samarbeidsportalen / Sjølvbetjeningen has a lifetime of 1 year. If you choose the option of posting key on client you will have to rotate the key every year. You can post the same key if that is preferable, but it is not possible to define a longer lifetime in Samarbeidsportalen."
"Hei, jeg plukker opp denne, siden jeg ikke helt skjønner dette. Vi har fått et virksomhetssertifikat som varer i tre år, til 2027.Private-key'en til signeringssertifikatet har en public-key. (Og jeg innrømmer at jeg ikke er noen ekspert på sertifikater..) Jeg eksporterer public-key'en fra private-key'en og laster public-key'en opp på integrasjonen i samarbeidsportalen. Vi bruker så KID-koden som genereres til et eller annet i applikasjonen vår.Disse sertifikatene og key'ene har varighet på 3 år. Så hvorfor har den plutselig varighet på bare ett år når jeg laster den opp på integrasjonen? Det skjønner jeg ikke.Eller er det selve KID-koden som bare varer i ett år? Utfordringa her er å vite at et eller annet med disse sertifikatene/nøklene går ut. En ting er at de varer i tre år, men hvis vi i tillegg har en nøkler i samarbeidsportalen som går ut hvert år så blir det enda mer å holde styr på. Kan samarbeidsportalen på noe vis varsle oss om at noe er på vei til å gå ut?","Hei! Nøklar som blir posta på klienten i Samarbeidsportalen har 1 års levetid frå dei vert lagt inn - dette er uavhengig av sertifikatet si levetid, og de kan posta samme sertifikat på ny.Dersom dette er problematisk må de vurdera å ikkje legga inn nøklar på integrasjonen.   Me har dessverre ikkje noko varsling på dette per i dag."
"Hei! Vi bruker virksomhetssertifikat for å generere token for å kalle Maskinporten-beskyttede API.Vi har jo tilgang til sertifikatet (private key) og dets public-key, som er det jeg manuelt må laste opp på integrasjonen i Maskinporten. Så jeg skjønner ikke helt hvorfor vi må laste opp denne public-keyen. Den er jo også public.. Har dere noe dokumentasjon som forklarer disse tingene?","Hei. Det gjev ein ekstra sikkerhet, men å poste public-delen på klienten er ikkje noko ein må, det er heller ikkje særleg utbredt blandt dei som brukar maskinporten. Her er dokumentasjonen på JWT-grant: https://docs.digdir.no/docs/Maskinporten/maskinporten_protocol_jwtgrant.html Autentisering i Maskinporten finn de her: https://docs.digdir.no/docs/Maskinporten/maskinporten_autentisering"
"Hei!Me driv og sett opp ein integrasjon for å rapportera inn data til Sjøfartsdirektoratet ved å fylgja deira oppskrift: https://developer.sdir.no/get-started/I den samenheng har me kome til punkt 4. ""Maskinport interation"". I den samenheng går eg inn og skal setja opp ein integrasjon i maskinporten, og kjem så til valga: Konsument, Leverandør, og Tilbydar. Her blir me litt usikre basert på eksempela og teksten som er skriven. Er me Konsumen, Leverandør, eller Tilbydar?På forhånd takk!","Hei! De er å rekna som ein konsument. I dette tilfellet vert sdir tilbydar av APIet, og de skal konsumere av sdir sitt API."
"Hei, Vi har fortsatt problemer med å testet elektronisk mva melding. Se feilmelding: Error : ""The business is not registered in the VAT register with an obligation to submit VAT return for ordinary business.""Skjønner ikke tilbakemeldingen, da org. Nr. NO923 861 335VAT stemmer?Kan dere sjekke, snarest?","Hei! Nei, dette må de ta med Skatt, du kan forsøke mva-modernisering@skatteetaten.no   Ut frå feilmeldingen ser det ut som de forsøker å levera i ein meldingskategori som ikkje eksisterer."
Hei Vi får følgende feilmelding og traceid når vi prøver å opprette kontakt med Skatteetaten og rapportering fra vårt økonomisystem av MVA melding:2196c17d5bc564a9d329132191381d67) Er dette noe dere er kjent med?,"Hei! Scope frå Skatteetaten (skatteetaten:mvameldinginnsending og skatteetaten:mvameldingvalidering?) er ikkje posta på klienten og ""Frontchannel logout uri"" kan ikkje vera satt til ""https://skatteetaten.no"" - denne må fjernast."
Hei I tillegg har vi fått beskjed om å bestille følgende «scopes»:openidSkatteetaten:mvameldingvalideringSkatteetaten:mvameldinginnsending Gjør jeg det gjennom dere? Eller vet dere hvor jeg kan bestille dette?,Hei! Tilgang til scope må bestillast av Skatteetaten dersom de ikkje har fått tilgang til dei allerede.Når verksemda har fått tilgang kan dei leggast til integrasjonen i sjølvbetjeninga (https://minside-samarbeid.digdir.no/)
"Hei, Skal kommuner signere bruksvilkår på lik linje med IKS for bruk av ID-porten eller har alle kommuner i Norge avtale med Digdir på dette?","Hei! Alle som vil ta i bruk fellesløysingane må signere bruksvilkår, uavhengig om dei er stat, kommune, IKS eller privat firma."
"Hej,  Vi har lyckats få åtkomst till API:et men vi önskar få hela populationen med taxeringsinformation. Vad är bästa tillvägagångsätt?",Hei! Det må du eventuelt ta direkte med Skatteetaten.
"Hej, Har du någon mailadress jag kan använda för denna typen av frågor til skattetaten? Jag kontaktade dom för tre veckor sedan via ett kontaktformulär men inte fått något svar så jag var osäker på om det hade hamnat rätt.","Hei! Det er midt i skatteperioden, så mulig dei er travelt opptatt.   Du kan eventuelt forsøka Slack: https://skatteetaten.github.io/api-dokumentasjon/kontaktoss Eller ringa dei direkte på 800 800 00"
"Hei, Vi jobber med å sette opp tilgang til Tolletatens API via Maskinporten.For det trengs det en tilgang til samarbeidesportelen ifølge veiledning fra Tollvesenet.Kan dere hjelpe oss med det ?",Hei! Følg denne steg-for-steg oversikta for å ta i bruk Maskinporten; https://samarbeid.digdir.no/maskinporten/konsument/119
"Hei, og takk igjen. I Business Central er default “service url» og «Autentiserings-adresse»  https://oidc.difi.no/idporten-oidc-providerDet ser det ut til å ha vært endringer på, hvilken url erstatter denne?",Hei! Dette er gammel adresse fra den gamle plattformen som er deaktivert nå. Det nye endepunktet finner dere her: https://docs.digdir.no/docs/idporten/oidc/oidc_func_wellknown.html
"Hei, og takk for det.Innlogging og brukervilkår ok.Når jeg forsøker å opprette en integrasjon i PROD, så er ""Ny Integrasjon"" grået ned. Kan jeg kanskje tildele meg selv en rolle i AltInn?I Test finnes ikke følgende scopes på listen: ""skatteetaten:mvameldinginnsending"" , ""skatteetaten:mvameldingvalidering"".I denne omgang er det test som er viktigst.","Hei! 1. Ja, du som hovedadministrator kan tildele rollen til deg selv. 2. Det er de som eier scopene som må gi dere tilgang til de, så dere må kontakte skatteetaten i dette tilfellet."
"Hei, Har dere mulighet å sjekke hva vi mangler her? Vi får denne feilen: {    ""error"": ""invalid_scope"",    ""error_description"": ""Consumer has not been granted access to the scope folkeregister:deling/finans. (trace_id: b8486bcfd342528df718839d48f6bfeb)""}  Grunnen til at vi spør er at kunden i forrige uke skal ha delegert tilgang:",Hei.   Ut frå feilmeldingen ser det ikkje ut til at konsument har fått delegert tilgang frå FREG.   Ser òg ut frå trace_ID at denne går mot test - då må eventuelle rettighetar delegerast i TT02.
"Hei, Hvordan delegeres rettigheter I TT02 er det fortsatt via altinn?","Hei! Ja, tt02 er testmiljøet til Altinn - så dersom dette er ein testintegrasjon der det skal delegerast rettigheter er det her ein delegerer: https://info.tt02.altinn.no/ Det forutsetter at organisasjonane har tilgang til miljøet, dersom dette ikkje er lagt inn kan de kontakta servicedesk@altinn.no"
"Hei, Jeg prøver å opprette scopes for å oppsette api-tilbyder under test miljø av SA portalen, men jeg får feil ved å opprette scope. Det ser ut som Scope-Prefix mangler i denne listen. Hvordan kan jeg få denne prefiks ?","Hei! Kva prefiks treng du? Så kan eg opprette det manuelt. Sender du inn bestillingsskjema? Du finn det her under ta i bruk, https://samarbeid.digdir.no/maskinporten/tilbydar/141"
"Hei,   Jeg har sendt skjema på mandag til DigDir https://samarbeid.digdir.no/maskinporten/tilbydar/141 for innhenting av opplysninger for å oppsette scope-prefix som ""vetinst"".   Men jeg sa dette er for produksjonsmiljø. Men vi har ikke kommet så langt !  Jeg har noe spørsmålene, -          Skal dere oppsette direkte produksjonsmiljø scope uten test miljø ? Vi trenger først test miljø oppsett som API’tilbyder av Maskinporten!-          Jeg er usikker på om hvordan/hvor mye tid vi skal bruke med å etablere test miljøet. Ø  Når vi skal begynne å fakturere ? Ø  Skal den faktureres nå under test eller Ø  skal vi vente til produksjons-miljø oppsett.-          Jeg har skrevet 3-4 api konsument i dette innleverte skjema. Men kan dere endre til bare 1 i dette skjema (før vi begynner på produksjonsmiljø)?-          Er det mulig å øke/registrere api’konsument etter hvert ?   Vi skulle etablere først test miljø som API –tilbyder av Maskinporten. Men jeg må ha avklaring først om disse spørsmålene før dere gå videre med oppsett av produksjonsmiljø! Så kanskje dere kan vente med oppsette av produksjonsmiljø scope-prefiks for nå. Men dere kan opprette scope-prefiks nå, som vi trenger så fort som mulig","Hei! Eg kan opprette den i test fyrst. Skal eg kalle prefikset vetinst? Og når det gjeld test, så er det gratis.https://samarbeid.digdir.no/maskinporten/kostnadsmodell-maskinporten/64 Gratis testing Det er gratis, og utan vidare forplikting, å teste maskinporten i testmiljøa."
Hei! Vi prøver å lage en testbruker til minID for elektronisk MVA rapport fra ERP systemet vi lager. Har sett fremgangsmåten dere har på nett men det går ikke. Samtidig skal brukeren ikke registreres på meg da jeg ikke gjør dette prosjektet. Er det mulig å få tildelt en test bruker til minID for utvikling av nevnte MVA rapport?,"Hei! Du finn testbrukere med riktige rettigheter i Tenor, les mer og lenke til Tenor her: https://docs.digdir.no/docs/idporten/idporten/idporten_testbrukere#testid Bruk TestID som innlogging. Dersom du loggar testbrukaren inn i TT02 vil verksemda/pid òg bli registrert her: https://info.tt02.altinn.no/"
"Hei,  vi var i tidligere dialog vedr oppsett mot maskinporten for vår løsning Visma Omsorg Profil. Dette er en On Prem løsning som ligger i sikker sone miljø og som benytter NHN sine linjer.Vi leverte november i fjor en løsning for integrasjon mot KS Fiks, men med beskjed at kundene våre måtte åpne opp for trafikk mot maskinporten.no på port 443 fra sikker sone og ut på internett. Dette er det nå flere kunder som mener er uforsvalig og har en svært høy risiko. Det haster nå å få på plass en løsning til disse kundene. Spørsmål: Støtter Maskinporten åpning mot https://sikker.proxy.nhn.no:8080? Her er en utdrag fra vår utvikler i en kundesak siden kunde referer til at dette finnes løsning for, så spørsmålet til dere er om vår løsning ""dotnet"" vil ha samme løsning som ""kotlin"" : I am not sure what customer means by saying: ""From NAV's documentation on Github"", but if it is from here: https://github.com/navikt/maskinporten-client then this version is written using Kotlin language, some technology we don't use anywhere in Profil solution. But if you are interested, we use this one: https://github.com/ks-no/fiks-maskinporten-client-dotnet",Hei! Maskinporten er en tjeneste som tilbyr en enkel modell for API-sikring basert på OAuth2 protokollen på internett og har ikkje noko form for å støtte åpning mot eksterne. Ynskje de å nytte Maskinporten må de åpne opp for trafikk mot Maskinporten.no
Hei – vi har hatt denne demobrukeren idporten produksjon - men etter overgang til nye idporten så virker den ikke.Er det ny demobruker for produksjon?,"Hei! Testbrukere i prod er noe vi har gått vekk i fra på den nye id-porten plattformen dessverre, har kun testbrukere i testmiljø nå."
Hei! Valgene for levetid er «disabled» i selvbetjeningspanelet.,"Hei! Det er satt opp slik at klientar som er definert som reine ID-Porten integrasjonar er ""låst"" sidan det ikkje skal vera behov for å gjera endringar på desse. Levetid er satt til standard-verdiar, desse finn du her: https://docs.digdir.no/docs/idporten/oidc/oidc_func_clientreg.html#metadata-for-klienter-som-konsumerer-apier   Dersom de har særskilte behov kan de senda oss client_ID, og me kan då endra integrasjonstype slik at de kan få satt andre verdiar."
"Hei. Etter omlegging til ny sjølvbetjeningsportal ser vi at vi ikke kan registrere issuer på vegne av kunder lenger. Vi oppretter som tidligere, og haker av «For en kunde», og legger inn kundens org.nr slik:  Men den blir opprettet med Sikri sitt org.nr, slik:  Dette gjør at disse integrasjonene ikke fungerer. Noen tips til hva vi kan gjøre her? Vi ser at den siste som ble lagt inn med det samme organisasjonsnr som vil la inn er i slutten av januar, mens alle opprettet i slutten av februar og senere har blitt feil, og fungerer da ikke.",Hei! Det er nok ein feil som er rapportert vidare. Det ser ut til at integrasjonane blir registrert på dykkar orgnummer. Som ein workaround til me har fått retta feilen er at du sender clientID og kva orgnummer den skal registrerast på. Så skal eg fikse det.
"HeiJeg jobber som prosjektleder på prosjektet Trafikkulykkesregistret i Statens vegvesen.Tidligere har vi brukt følgende testbrukere (se tabellen under) til å teste innlogging på applikasjonene våre som eksterne brukere, disse kan ikke lenger brukes. Har vi noen andre måter vi kan bruke for å teste innlogging mot vår applikasjon.Vi kan ikke bruke TestID på høyt nivå.Testbrukerne må for å kunne logge seg inn i våre applikasjonen har korrekt rolle knyttet til en gitt fylkeskommune i Altinn.Er dette noe dere kan hjelpe oss med?",Hei! Er det i testmiljø eller i produksjonsmiljø dette gjelder?
"Hei! Nå har jeg sett nærmere på vilkårene, og jeg er litt sjokkert. Er det virkelig en årlig minimumskostnad på 50 000 kroner for å benytte skattemeldings-APIene? Og en minimumskostnad per bruker på 1000 kroner?","Hei! Det er tilbydar som står for kostnaden, i dette tilfellet er di verksemd konsument, Skatteetaten tilbydar. Les meir om konstnadsmodellen vår her: https://samarbeid.digdir.no/maskinporten/kostnadsmodell-maskinporten/64"
"Hei, Hva er kriteriene for å kunne få delta med produksjonstjenester i piloten?","Hei!Som du skriver er Ansattporten fremdeles en pilotløsning, og vi er nå kommet dit at vi har utarbeidet en erfaringsrapport. Vi vil jobbe videre med en eventuell etablering av Ansattporten som egen fellesløsning, men dette er arbeid som vil ta tid da det er mye som må på plass. Inntil videre ønsker vi ikke flere tjenester på Ansattporten i pilotperioden, men jeg har notert dere ned som interessenter, så kan vi komme tilbake til dere dersom det skulle bli aktuelt å koble på flere."
"Hei,Vi sliter med å få integrasjon mot KS FIKS til å fungere i Visma Profil gjennom NHN internett med proxy.Kan dere se om følgende integrasjons ID eksisterer og om det er forsøkt koblet til mot den?Integrasjons ID: edfd1a96-1a7a-4225-828a-418c8a369d05  Jeg har overtatt denne saken og mistenker at ID ikke eksisterer av en grunn og at vi opprette en ny.",Hei! Kontakt servicedesk for meir info.
"Skal prøve å sette opp + ny integrasjon, men ingenting skjer når jeg trykker på knappen.Har aldri brukt/gjort dette før, men vi skal sette opp en tjeneste i «Maskinporten».  Mangler jeg noen rettigheter, eller hvordan er fremgangsmåten for at vi skal kunne sette opp nye integrasjoner/API’er?",Hei! Dersom du har fått delegert rettighetar i Altinn (ref: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8) skal du kunne logge inn og få opprette ein integrasjon.
"Hei , vi har behov for å få lagt til Nesodden kommunene med logo i toppen ,slik som dette. Hvordan ?",Hei! Kva integrasjon er dette? Har du ID på den?
Hei! Vi ønsker å vite prisen for bruke av ID-porten. Dette gjelder for til gang til Møteportalen som er drifter av Acos AS. Vi er sekretariat for styrene i Foreningen Pensjonskontoret og Overføringsavtalens sikringsordning. I sekretariatet er vi 4 personer I styret for Foreningen Pensjonskontoret er det 11 styremedlemmer med 8 varamedlemmer I styret for Overføringsavtalens sikringsordning er det  8 styremedlemmer og 8 varamedlemmer.,Hei! Konstnadsmodellen for ID-Porten finn du her: https://samarbeid.digdir.no/id-porten/kostnadsmodell-id-porten/66
"Hei,Jeg jobber i Innovasjon Norge som en utviklerVi bruker flere test-id'er men en test id med BankId 04036549969 og navn Knut Glad har blitt sperret av en eller annen grunn.Kan dere aktivere den igjen sånn vi kan ta den i bruk?","Hei! Har du prøvd med BankID? Engangskode otp og passord qwer1234. Om dette ikkje fungera, kontakt servicedesk for meir info."
"Hei,  Vi har følgende maskinporten client for autentisering mot Altinn:ClientID: 464a7abf-4d72-4c07-8fe0-06827bab289a Fra 7. mars får vi følgende feil når vi be om Access Token for Altinn: {""error"":""invalid_grant"",""error_description"":""Invalid assertion. Client authentication failed. Expired key. (trace_id: 03bec7b25a042fe526582fbd44e95003)""} Forrige svar fikk jeg i dag kl 11:24. Det var denne tokenen jeg brukte:eyJraWQiOiI0MzYyNDE0NTY4ODc3MzY5Nzg2MzE1OSIsImFsZyI6IlJTMjU2In0.eyJhdWQiOiJodHRwczpcL1wvbWFza2lucG9ydGVuLm5vXC8iLCJyZXNvdXJjZSI6Imh0dHBzOlwvXC9hbHRpbm4ubm9cLyIsInNjb3BlIjoiYWx0aW5uOmVudGVycHJpc2V1c2Vycy53cml0ZSBhbHRpbm46ZW50ZXJwcmlzZXVzZXJzLnJlYWQgYWx0aW5uOmRlbGVnYXRpb25zLndyaXRlIGFsdGlubjpkZWxlZ2F0aW9ucy5yZWFkIGFsdGlubjpyb2xlc2FuZHJpZ2h0cy5yZWFkIGFsdGlubjpyb2xlZGVmaW5pdGlvbnMuc",Hei! Nøkkelen som er posta på klienten i Samarbeidsportalen / Sjølvbetjeninga må roterast. Desse har 1 års levetid.
Angående rotering av nøkler som er posta på klienten i Samarbeidsportalen / Sjølvbetjeninga: Kunne du generert en ny og sendt KID-en til oss? Jeg har ikke tilgang til den portalen.. Kan dere også gi oss rettigheter til å generere og slette nøkler i produksjon. Det er kun oss to som har tilganger i DNB i dag og viktig da dette stopper kritiske tjenester hos oss.,"Hei! Me har ikkje mogleghet til å rotere nøklar som inneheld sertifikat, det må de gjere sjølve. Alternativt kan de ta vekk nøkkel som er posta på klienten og ha med x5c i kallet - då treng de ikkje tenka på levetida til nøklar i sjølvbetjeninga.   Når det gjeld delegering av rettighetar er det noko organisasjonen må ordna sjølve, ref https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8"
Angående rotering av nøkler som er posta på klienten i Samarbeidsportalen / Sjølvbetjeninga: Kunne du generert en ny og sendt KID-en til oss? Plutselig mista vi rettigheter. Det skjedd og så i forhold til å legge til Scope i produksjon. Da vare det gjort en endring i Maskinporten som hadde fjernet tilgangen og dere var behjelpelig med å rette feil og gi oss tilgangen tilbake. Det må ha skjedd tilsvarende nå. Det er det jeg spør dere om. På forhånd takk for hjelpen.,"Hei! Nja... det er ingen rettighetar som forsvinn fordi me gjer endringar, desse ligg i Altinn Autorisasjon. Dersom ein har rettighetane referert til i lenka eg sendte så skal ein kunne gjera endringane de etterlyser ved å logga inn med Ansattporten.Me får ikkje gjort endringar/posta nøklar som inneheld x5c. Dette er av sikkerhetsmessige årsakar."
Angående rotering av nøkler som er posta på klienten i Samarbeidsportalen / Sjølvbetjeninga: Kan dere slette nøkkel som er der i dag for den har jo utløpt like vel. Men jeg mangler knapp for å legge til å generere ny nøkkel. Jeg har følgende rettigheter og trodde det var dekke under «Selvbetjening av integrasjoner i ID-porten/Maskinporten.,"Hei! Om du først loggar inn med Ansattporten: Deretter går inn på integrasjonen, så finn du virksert og nøklar heilt nederst. ""Legg til"" knappen vert aktivert når nøkkelen er lagt inn i rett format. Viss ikkje dette går, ta kontakt med servicedesk for meir hjelp."
"Hi, Team. We are looking into Business Authorization and We are struggling to understand from this article is there a requirement to have bothbusiness certificates/keys for Maskinportenhttps://docs.digdir.no/docs/Maskinporten/maskinporten_autentiseringAnd we can't find requirements for keys to generate""Hvordan opprettes asymmetriske nøkler?Det er ulik programvare for oppretting av asymmetriske nøkler. Dette vil ikke bli omtalt i Digitaliseringsdirektoratet sin tekniske dokumentasjon.""Can you please guide us?","Hi! We do not require both, key or certificate is sufficient. You can use a tool to generate keypairs, the requirements is sha256 with rsa.Read more in the JWT-grant page: https://docs.digdir.no/docs/Maskinporten/maskinporten_protocol_jwtgrant.html#request"
Hei Kan dere se hvorfor vi ikke kan bruke Scope ks:fiks ?,Hei! Ta kontakt med service desk for meir hjelp.
"Hei!Vi sliter fortsatt med å få integrasjonen mot maskinporten til å fungere.Visma har prøvd å få kontakt med dere uten å lykkes, for å unngå at jeg sitter som mellomledd og videreformidler informasjon. Siden Visma ikke får respons fra dere må jeg nesten be noen hos dere om å ta kontakt med mikael.johanessen@visma.com for å finne ut at dette problemet snarest.","Har du eventuelt eit saks-nummer? Har de funne ut kva endepunkt de går mot? Viss dette ikkje hjelp, Ta kontakt med servicedesk."
Hei Vi har behov for å opprette en ny integrasjon/klient i Samarbeidsportalen i Produksjon. Vi har ikke rettigheter til dette i Prod (kun i Test) og forsøker finne ut av hvem som er registrert (fra SpareBank 1 Utvikling) som «super bruker» som har disse rettighetene.Vi har gjort interne undersøkelser i SpareBank 1 Utvikling men har ikke lykkes finne ut av hvem det er.  Fra PROD: Fra TEST:  Kan noen fra dere hjelpe oss med å sjekke hvem i SpareBank 1 Utvikling som har rettigheter i PROD?,"Hei! For tilgang i prod trengs rettigheter i Altinn, ref: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8   Dagleg leiar kan delegere desse rettighetane i kraft av tittelen sin, eller han kan ha utnevnt ein hovedadministrator som kan delegere vidare desse rettighetene. Me har ikkje oversikt over kven som har tilgangar for verksemder i Altinn - de kan eventuelt forsøka servicedesk@altinn.no - men vil tru det er begrensa kva dei kan oppgje."
